ACE SOFTWARE LLC	AZ	GLENDALE
ORCHID TECH	CA	SAN JOSE
OTM SOFTWARE PROFESSIONALS INC	CA	SANTA BARBARA
OTTER AI INC	CA	MOUNTAIN VIEW
PARTNERS INFORMATION TECH INC	CA	ANAHEIM
PASSPORT TECHNOLOGY USA INC	CA	GLENDALE
PATHPARTNER TECHNOLOGY INC	CA	FREMONT
PERISCOPE TECHNOLOGIES INC	CA	SAN RAMON
PETADATA SOFTWARE LLC	CA	FREMONT
PHANTOM AI INC	CA	BURLINGAME
PHOENIX LABS USA OPERATIONS INC	CA	FOSTER CITY
PIVOTAL SOFTWARE INC	CA	PALO ALTO
PLAID INC	CA	SAN FRANCISCO
PLUSAI INC	CA	SANTA CLARA
POLYCHAIN CAPITAL LP	CA	SAN FRANCISCO
PONY AI INC	CA	FREMONT
POPULAR TECH	CA	IRVINE
PRAISIDIO INC	CA	LOS ALTOS
PREMISE DATA CORPORATION	CA	SAN FRANCISCO
PRIVY OPERATIONS LLC D/B/A PRIVY	CA	LOS ANGELES
PROCORE TECHNOLOGIES INC	CA	CARPINTERIA
PROCYON TECHNOSTRUCTURE LLC	CA	SAN RAFAEL
PRODIGAL TECHNOLOGIES INC	CA	MOUNTAIN VIEW
PROFOUND PLATFORM INC	CA	SAN FRANCISCO
PRONTO TECHNOLOGY INC	CA	CUPERTINO
PROPEL INFOTECH INC	CA	MILPITAS
PROPEL INFOTECH INC	CA	SANTA CLARA
PROPHECY TECHNOLOGIES CORPORATION	CA	IRVINE
PSC BIOTECH CORP	CA	POMONA
PTK TECHNOLOGIES LLC	CA	LOS GATOS
PVAI US OPCO INC	CA	PLEASANTON
QUAESTOR TECHNOLOGIES INC D/B/A STANDARD METRICS	CA	SAN FRANCISCO
QUEST SOFTWARE INC	CA	ALISO VIEJO
R AND R MARKETING SERVICES LLC DBA FLY WITH WINE	CA	NAPA
R SOFTWARE INC DBA RAPIDAPI	CA	SAN FRANCISCO
RAILPROS INC	CA	IRVINE
RAIN INDUSTRIES INC	CA	FAIRFIELD
RAINBERRY INC	CA	SAN FRANCISCO
RAISSO	CA	EL DORADO HILLS
RAMY INFOTECH INC	CA	SANTA CLARA
RATEGAIN ADARA INC	CA	SAN JOSE
RAY TECHNO SOLUTIONS INC	CA	SAN RAMON
REAL HYPE CREATIVE TECH INC	CA	LOS ANGELES
RED OAK TECH INC	CA	SAN JOSE
REFUEL AI INC	CA	SAN FRANCISCO
REFUGE BIOTECHNOLOGIES INC	CA	MENLO PARK
RELATIONLAI INC	CA	BERKELEY
RENOVITE TECHNOLOGIES INC	CA	FREMONT
RESPONSIVE TECHNOLOGIES INC	CA	LOS ANGELES
RILL DATA INC	CA	SAN FRANCISCO
RIVERBED TECHNOLOGY LLC	CA	SAN FRANCISCO
ROBOSOFT TECHNOLOGIES INC	CA	SAN FRANCISCO
ROBUST AI INC	CA	SAN CARLOS
ROOTSHELL ENTERPRISE TECHNOLOGIES INC	CA	SANTA CLARA
RS SOFTWARE  INDIA LTD	CA	MILPITAS
RUDRA TECHNOLOGIES INC	CA	VALENCIA
RUHA TECHNOLOGIES INC	CA	FREMONT
RULAI INC	CA	CAMPBELL
RXCLOUD	CA	PLEASANTON
S-TEAM SOFTWARE INC	CA	TRACY
SA TECHNOLOGIES INC	CA	SAN JOSE
SAAMA TECHNOLOGIES LLC	CA	CAMPBELL
SAFEAI INC	CA	SANTA CLARA
SAFI ANALYTICS PBC DBA GUIDEWHEEL	CA	SAN FRANCISCO
SAHAJ SOFTWARE SOLUTIONS INC	CA	NEWARK
SAIFUL BOUQUET STRUCTURAL ENGINEERS	CA	PASADENA
SAKIN TECHNOLOGIES LLC	CA	PLEASANTON
SAR TECH LLC	CA	FREMONT
SASKEN TECHNOLOGIES LIMITED	CA	SUNNYVALE
SCALE AI INC	CA	SAN FRANCISCO
SCANIT TECHNOLOGIES INC	CA	FREMONT
SEISMIC SOFTWARE INC	CA	SAN DIEGO
SELECTOR SOFTWARE INC	CA	SANTA CLARA
SEMTECH CORPORATION	CA	CAMARILLO
SEQUOIA APPLIED TECHNOLOGIES, INC.	CA	SANTA CLARA
SEQUOIA CAPITAL OPERATIONS LLC	CA	MENLO PARK
SGD OPERATIONS, INC.	CA	SACRAMENTO
SGIC CLOUD TECHNOLOGIES INC	CA	PLEASANTON
SHEIN TECHNOLOGY LLC	CA	LOS ANGELES
SHIBRAM BANERJEE INC DBA PACIFIC DATA INTEGRATORS	CA	ROCKLIN
SHORELINE SOFTWARE INC	CA	REDWOOD CITY
SIBROS TECHNOLOGIES INC	CA	FOLSOM
SIGNL AI LLC	CA	SANTA MONICA
SIKKA SOFTWARE CORPORATION	CA	SAN JOSE
SILICON TECH SOLUTIONS INC	CA	SAN RAMON
SIM INFOTECH INC	CA	PASADENA
SIMPLAIN SOFTWARE SOLUTIONS LLC	CA	WALNUT
SIVALTECH INC	CA	MILPITAS
SIVALTECH INC	CA	SAN DIEGO
SIXGILL LLC DBA PLAINSIGHT LLC	CA	SAN FRANCISCO
SKILLZ PLATFORM INC F K A SKILLZ INC	CA	SAN FRANCISCO
SKORUZ TECHNOLOGIES INC	CA	NEWARK
SKUCHAIN INC	CA	MOUNTAIN VIEW
SKYHIVE TECHNOLOGIES HOLDINGS INC	CA	PALO ALTO
SOCIALCHAIN INC	CA	PALO ALTO
SOCOILMAIL LLC	CA	PALO ALTO
SOFAR QUEEN TECHNOLOGIES INC	CA	SAN FRANCISCO
SOFTCLOUDS LLC	CA	SAN DIEGO
SOFTWARE MGMT CONSULTANTS LLC	CA	GLENDALE
SOLAR MOSAIC LLC	CA	OAKLAND
SOLIX TECHNOLOGIES INCORPORATED	CA	SANTA CLARA
SONATA SOFTWARE NORTH AMERICA INC	CA	FREMONT
SONY INTERACTIVE ENTERTAINMENT LLC	CA	SAN MATEO
SONY PICTURES ENTERTAINMENT INC	CA	CULVER CITY
SOURCE CODE TECHNOLOGIES LLC	CA	FOOTHILL RANCH
SOURCE CODE TECHNOLOGIES LLC	CA	LAKE FOREST
SPADEWORX SOFTWARE SVCS INC	CA	CAMPBELL
SPECTRO CLOUD INC	CA	SAN JOSE
SPECTRUM TECHNOLOGIES LLC	CA	SUNNYVALE
SPIN ANALYTICS AND STRATEGY LLC	CA	FREMONT
SPLIT SOFTWARE INC	CA	REDWOOD CITY
SSB SOFTWARE TECHNOLOGIES INC	CA	LAGUNA HILLS
STAIRWELL INC	CA	MOUNTAIN VIEW
STARTREE INC (F/K/A CORTEXDATA INC)	CA	MOUNTAIN VIEW
STREAM CAPTAIN INC	CA	SOUTH SAN FRANCISCO
SUKI AI INC	CA	REDWOOD CITY
SUNNY OPOTECH NORTH AMERICA INC	CA	SAN JOSE
SURREAL TECH INC	CA	PLAYA VISTA
SYDATA INC	CA	SAN DIEGO
SYNAPSE DESIGN AUTOMATION INC	CA	SANTA CLARA
SYNAPSE FINANCIAL TECHNOLOGIES INC	CA	SAN FRANCISCO
SYSTECH SOLUTIONS INC	CA	GLENDALE
TAICHI GRAPHICS LLC	CA	SAN JOSE
TAIEB & ASSOCIATES INC	CA	BEVERLY HILLS
TALLY TECHNOLOGIES INC	CA	SAN FRANCISCO
TANIUS TECHNOLOGY LLC	CA	ALAMO
TAVANT TECHNOLOGIES INC	CA	SANTA CLARA
TBH MARKETING & CONSULTING INC	CA	HACIENDA HEIGHTS
TECH MAHINDRA AMERICAS INC	CA	SANTA CLARA
TECH MAHINDRA CERIUM SYSTEMS INC	CA	SAN JOSE
TECH NET INC	CA	FOLSOM
TECH RABBIT INC DBA TECH FIREFLY	CA	SANTA CLARA
TECHAHEAD INC	CA	AGOURA HILLS
TECHASPECT SOLUTIONS LLC	CA	NEWARK
TECHGLOBAL SYSTEMS INC	CA	MILPITAS
TECHIONS LLC	CA	MILPITAS
TECHNICOLOR CREATIVE SERVICES USA INC	CA	CULVER CITY
TECHNICON DESIGN CORPORATION	CA	LAGUNA NIGUEL
TECHNILIGERNT INC	CA	SAN JOSE
TECHNITIA INC	CA	SAN RAMON
TECHNOSSUS LLC	CA	IRVINE
TECHTU BUSINESS SOLUTIONS INC	CA	PLEASANTON
TELECOM TECHNOLOGY SERVICES INC	CA	PLEASANTON
TENCENT CLOUD LLC	CA	PALO ALTO
TEQLINX SOFTWARE SOLUTIONS LLC	CA	SAN DIEGO
TERADATA OPERATIONS INC	CA	SAN DIEGO
TERRAIN STUDIO INC	CA	OAKLAND
TEST YANTRA SOFTWARE SOLUTIONS INC	CA	SAN JOSE
TETRA TECH INC	CA	PASADENA
TFCF ENTERTAINMENT GROUP LLC INDIRECT SUBSIDIARY OF THE WALT DISNEY COMPANY	CA	BURBANK
THE MODERN DATA CO INC	CA	PALO ALTO
THEAI INC DBA INWOELD AI	CA	MOUNTAIN VIEW
THIRD WAVE AUTOMATION INC	CA	UNION CITY
TIBCO SOFTWARE INC	CA	PALO ALTO
TIGER ANALYTICS INC	CA	SANTA CLARA
TIKTOK U S DATA SECURITY INC	CA	MOUNTAIN VIEW
TIKTOK US DATA SECURITY INC	CA	MOUNTAIN VIEW
TIVO PLATFORM TECHNOLOGIES LLC	CA	ALVISO
TIVO PLATFORM TECHNOLOGIES LLC	CA	SAN JOSE
TOMARCO CONTRACTOR SPECIALTIES INC DBA INTERNATIONS SEISMIC TECH	CA	LA MIRADA
TRANSFORM TECH SOLUTIONS INC	CA	MOUNTAIN VIEW
TRAVANCORE ANALYTICS INC	CA	PLEASANTON
TREASURE DATA INC	CA	MOUNTAIN VIEW
TRELLIS ENERGY SOFTWARE LLC	CA	BURLINGAME
TRIANGLE PLATFORM INC	CA	MENLO PARK
TRIBOLATECH INC	CA	SAN RAMON
TRICOPP INC DBA CLOUDPATHS	CA	NEWARK
TRICOPP INC DBA CLOUDPATHS	CA	PLEASANTON
TRIESTEN TECHNOLOGIES LLC	CA	LATHROP
TRIESTEN TECHNOLOGIES LLC	CA	SAN RAFAEL
TRIPLE RING TECHNOLOGIES INC	CA	NEWARK
TROVE INFORMATION TECHNOLOGIES INC DBA PAVE	CA	SAN FRANCISCO
TRUMINDS SOFTWARE SYSTEMS INC	CA	SAN DIEGO
TSMC TECHNOLOGY INC	CA	SAN JOSE
TTE TECHNOLOGY INC	CA	CORONA
TULA TECHNOLOGY INC	CA	SAN JOSE
UB TECHNOLOGY INNOVATIONS INC	CA	ANAHEIM
UBER TECHNOLOGIES INC	CA	SAN FRANCISCO
UBER TECHNOLOGIES INC	CA	SAN JOSE
ULTIMO SOFTWARE SOLUTIONS INC	CA	UNION CITY
UNIPHORE TECHNOLOGIES NORTH AMERICA INC	CA	PALO ALTO
UNITED TECHNO SOLUTIONS INC	CA	PLEASANTON
UNITY DATA INC	CA	SAN FRANCISCO
UNITY TECHNOLOGIES SF	CA	SAN FRANCISCO
UNRAVEL DATA SYSTEMS INC	CA	PALO ALTO
UP2DATE TECHNOLOGY SOLUTIONS LLC	CA	FREMONT
UPTREND TECHNOLOGIES LLC	CA	TRACY
URPAN TECHNOLOGIES INC	CA	FREMONT
US DATA MANAGEMENT, LLC DBA USDM LIFE SCIENCES	CA	SANTA BARBARA
US TECHNICAL CONSULTANTS INC	CA	FULLERTON
VANTAGE DATA CENTERS MGMT CO LLC	CA	SANTA CLARA
VASANTAS SOFTWARE INC	CA	TORRANCE
VECTRA AI INC	CA	SAN JOSE
VEDAINFO INC	CA	TORRANCE
VENTURA TECHNOLOGY SERVICES LLC DBA TEAMLOGIC IT60546	CA	CAMARILLO
VERDIGRIS TECHNOLOGIES INC	CA	LOS ALTOS
VERITAS TECHNOLOGIES LLC	CA	SANTA CLARA
VEZA TECHNOLOGIES INC	CA	LOS GATOS
VIANAI SYSTEMS INC	CA	PALO ALTO
VIR BIOTECHNOLOGY INC	CA	SAN FRANCISCO
VIRTUE SOFTWARE SOLUTIONS LLC	CA	CUPERTINO
VIS SOFTWARE SOLUTIONS INC	CA	MILPITAS
VISA TECHNOLOGY & OPERATIONS LLC	CA	FOSTER CITY
VISA TECHNOLOGY & OPERATIONS LLC	CA	SAN MATEO
VISUAL CONCEPTS ENTERTAINMENT	CA	NOVATO
VITAL DATA TECHNOLOGY , INC	CA	NEWPORT BEACH
VIZ CLOUD TECHNOLOGIES LLC	CA	MOUNTAIN VIEW
VOCALO INC DBA BOOSTUP AI	CA	SANTA CLARA
VVDN TECHNOLOGIES INC	CA	FREMONT
WALKWATER TECHNOLOGIES INC	CA	SAN JOSE
WARNER BROS. ENTERTAINMENT INC	CA	BURBANK
WARREN TECHENTIN ARCHITECTURE INC	CA	LOS ANGELES
WATERSHED TECHNOLOGY INC	CA	SAN FRANCISCO
WAVELABS TECHNOLOGIES INC	CA	MILPITAS
WEST ADVANCED TECHNOLOGIES INC	CA	SACRAMENTO
WESTERN DIGITAL TECHNOLOGIES INC	CA	PASADENA
WINDFALL DATA INC	CA	SAN FRANCISCO
WINDSOR SOFTWARE INC	CA	WALNUT
WINSAI LLC	CA	SUNNYVALE
WINWIRE TECHNOLOGIES INC	CA	SANTA CLARA
XFUSION TECHNOLOGIES INC	CA	RANCHO CORDOVA
XPANSIV DATA SYSTEMS INC	CA	SAN FRANCISCO
XUNJING TECHNOLOGY INC	CA	SUNNYVALE
YOUNG CRAIG & CO LLP	CA	MOUNTAIN VIEW
ZACH TECHNOLOGY INC	CA	WALNUT
ZEALTECH INC	CA	FREMONT
ZENFAIR SOLUTIONS INC	CA	SAN RAMON
ZIONTECH SOLUTIONS INC	CA	MILPITAS
ZL TECHNOLOGIES INC	CA	MILPITAS
ZURICH TECH SOLUTIONS INC	CA	IRVINE
AA TECH GROUP LLC	CO	PARKER
AFFECT MARKETING LLC	CO	DENVER
AGENTSYNC	CO	DENVER
ALLIANCE FOR SUSTAINABLE ENERGY LLC	CO	GOLDEN
ALLIANCE FOR SUSTAINABLE ENERGY LLC	CO	LAKEWOOD
ASCEND ANALYTICS LLC	CO	BOULDER
AUREUS TECH SYSTEMS LLC	CO	GREENWOOD VILLAGE
COGNIZANT TRIZETTO SOFTWARE GROUP INC CTSG	CO	ENGLEWOOD
COMPUNNEL SOFTWARE GROUP INC	CO	LIVERMORE
CROWNPEAK TECHNOLOGY INC	CO	DENVER
DATA DUCTUS INC	CO	LONGMONT
DATAVAIL CORPORATION	CO	BROOMFIELD
DMC BIOTECHNOLOGIES INC	CO	BOULDER
ERP NEW LEVEL TECHNOLOGIES INC	CO	CENTENNIAL
ERP NEW LEVEL TECHNOLOGIES INC	CO	ENGLEWOOD
FENIX AI LLC D/B/A FENIX AI	CO	AURORA
GLOBAL DATA STRATEGY LTD	CO	BOULDER
IMMENSE BRAINS LLC	CO	COLORADO SPRINGS
NEXGEN TECHNOLOGIES INC	CO	DENVER
NEXGEN TECHNOLOGIES INC	CO	LAKEWOOD
OPEN TECH SOLUTIONS LLC	CO	ENGLEWOOD
OUR SUSTAINABLE FUTURE LLC	CO	BROOMFIELD
OUTRIDER TECHNOLOGIES INC	CO	GOLDEN
PALANTIR TECHNOLOGIES INC	CO	DENVER
PANDIT VIEW SOFTWARE LLC	CO	CENTENNIAL
PANDIT VIEW SOFTWARE LLC	CO	ENGLEWOOD
PS TECHNOLOGY INC	CO	LOUISVILLE
QRAILS INC	CO	DENVER
ROCKY MOUNTAIN INSTITUTE	CO	BOULDER
SYCAMORE VALLEY SOFTWARE LLC	CO	BOULDER
TECH TALENT LLC	CO	COLORADO SPRINGS
TIBCO SOFTWARE INC	CO	GREENWOOD VILLAGE
TRANSPORTATION TECHNOLOGY CENTER INC DBA MXV RAIL	CO	PUEBLO
TRAX RETAIL INC	CO	DENVER
UTILITY DATA CONTRACTORS INC D/B/A UDC INC AND/OR UDC	CO	ENGLEWOOD
VANTAGE DATA CENTERS MGMT CO LLC	CO	DENVER
WELL DATA LABS INC	CO	DENVER
ZOLL DATA SYSTEMS INC	CO	BROOMFIELD
AAA GLOBAL TECHNOLOGIES LLC	GA	ATLANTA
ACADIA TECHNOLOGIES INC	GA	DULUTH
AGILITY TECHNOLOGIES LLC	GA	ATLANTA
AI SOLUTIONS GEORGIA INC	GA	ALPHARETTA
ALTAIR TECHNOLOGIES INC	GA	ALPHARETTA
AMERICAN CLOUD SERVICES LLC	GA	ALPHARETTA
AMERICAN IT TECH LLC	GA	AUGUSTA
AMERICAN SOFTWARE INC	GA	ATLANTA
AMSAL INC DBA TECH CHIEFS GROUP INC	GA	AUSTELL
ANALYTICS9 SOLUTIONS INC D B A AI9 SOLUTIONS INC	GA	CUMMING
APPIAN INFOTECH INC	GA	ALPHARETTA
APPLICATIONS TECHNOLOGY GROUP INC	GA	NORCROSS
ASPIRE TECH LLC	GA	MARIETTA
BLUE FUSION ENTERPRISE TECHNOLOGIE	GA	ROSWELL
BLUERIDGE TECHNOLOGY SERVICES LLC	GA	ATLANTA
BOSS TECHNOLOGIES INC	GA	ALPHARETTA
BPM TECHNOLOGIES LLC	GA	ALPHARETTA
BRAVES TECHNOLOGIES LLC	GA	WOODSTOCK
BYTEWARE CLOUD INC	GA	SUWANEE
CAMBRIDGE TECHNOLOGY INC	GA	NORCROSS
CHAINALYTICS LLC NOW KNOWN AS NTT DATA AMERICAS INC COMPANY	GA	ATLANTA
CHANGE HEALTHCARE TECHNOLOGIES LLC	GA	ALPHARETTA
CIRA INFOTECH INC	GA	ALPHARETTA
CLINICAL DATA SOLUTION LLC	GA	TUCKER
CLOUD DATA NETWORKS L L C	GA	SUWANEE
CLOUD SI INC	GA	ALPHARETTA
CLOUD SOURCE SYSTEMS LLC	GA	CUMMING
CLOUD SYS SOLUTIONS INC	GA	ALPHARETTA
CLOUD WORLD INC	GA	CONYERS
CLOUDCHAIN TECHNOLOGY SERVICES LLC	GA	ALPHARETTA
CLOUDFEN LLC	GA	ALPHARETTA
CLOUDINGEST INC	GA	ALPHARETTA
CLOUDMED SOLUTIONS LLC	GA	ATLANTA
CLOUDSOFT INC	GA	ALPHARETTA
CLOUDSOFT INC	GA	NORCROSS
COGITATE TECHNOLOGY SOLUTIONS INC	GA	ATLANTA
COGNIAL TECHNOLOGIES INC	GA	ALPHARETTA
CONCEPT SOFTWARE AND SERVICES INC	GA	ALPHARETTA
CONSELLO TECHNOLOGIES INC	GA	ALPHARETTA
CONSULTVEDA INFO TECHNOLOGIES INC	GA	ALPHARETTA
CORECARD SOFTWARE INC	GA	NORCROSS
CORL TECHNOLOGIES LLC	GA	ATLANTA
DAMANI DATA LLC	GA	ALPHARETTA
DATA INC	GA	DULUTH
DATASEERS INCORPORATED	GA	ALPHARETTA
DATASPARX LLC	GA	ALPHARETTA
DATUM SOFTWARE INC	GA	DULUTH
DEMAND DRIVEN TECHNOLOGIES INC	GA	ATLANTA
DPA INFOTECH INC	GA	JOHNS CREEK
E HAIR IMPORT INC	GA	NORCROSS
ED TECH SOFT INC	GA	DULUTH
EIS TECHNOLOGIES INC	GA	DULUTH
ENGINEERING DESIGN TECHNOLOGIES INC	GA	MARIETTA
ENTERPRISE TECH PROFESSIONALS INC	GA	ATLANTA
ENTRIVIS TECHNOLOGIES INC	GA	DULUTH
ETECHNOLOGIEN CORPORATION	GA	ATLANTA
EXPEDITE TECHNOLOGY SOLUTIONS LLC	GA	ALPHARETTA
FLEETCOR TECHNOLOGIES INC	GA	ATLANTA
FLOURISH SOFTWARE INC	GA	ATLANTA
FUSION LIFE SCIENCES TECHNOLOGIES	GA	ALPHARETTA
FUTURETECH CONSULTANTS LLC	GA	NORCROSS
GALLEGA SOFTWARE SOLUTIONS INC	GA	ALPHARETTA
GG  TECH GLOBAL INC	GA	CUMMING
GLOBAL INFOTECH LLC	GA	CUMMING
GSLV TECHNOLOGIES LLC	GA	ALPHARETTA
IBS SOFTWARE AMERICAS INC FKA IBS SOFTWARE SERVICES AMERICAS INC	GA	ATLANTA
ICE DATA ANALYTICS LLC	GA	ATLANTA
ICE DATA CONNECTIVITY & FEEDS INC	GA	ATLANTA
ICE DATA INDICES LLC	GA	ATLANTA
ICE DATA PRICING & REFERENCE DATA LLC	GA	ATLANTA
ICE DATA SERVICES INC	GA	ATLANTA
ICE MORTGAGE TECHNOLOGY INC	GA	ATLANTA
ICON TECHNOLOGIES INC	GA	ALPHARETTA
IMPLEMENTATION TECHNOLOGIES CONSULTING INC	GA	ALPHARETTA
INFOSMART TECHNOLOGIES INC	GA	SUWANEE
INFOTECH PRISM LLC DBA CIRRUSLABS	GA	ALPHARETTA
INTEGRATED SCIENCE AND TECHNOLOGY INC	GA	CARTERSVILLE
JJ TECH SYSTEMS INC	GA	ALPHARETTA
KAIZEN ANALYTIX LLC	GA	ATLANTA
KGS TECHNOLOGY GROUP INC	GA	ALPHARETTA
KPTECH LLC	GA	ATLANTA
KRIDDHA TECHNOLOGIES INC	GA	ALPHARETTA
KSAP TECHNOLOGIES INC	GA	ALPHARETTA
KYROS SOFTWARE SOLUTIONS LLC	GA	CUMMING
LAMBDA SOFTWARE SERVICES LLC	GA	ALPHARETTA
LEXISNEXIS RISK DATA MANAGEMENT INC	GA	ALPHARETTA
LNRS DATA SERVICES INC	GA	ALPHARETTA
MEDHA TECHNOLOGIES LLC	GA	ALPHARETTA
MERIDIAN COOPERATIVE INC FORMERLY KNOWN AS SOUTHEASTERN DATA COOPERATIVE	GA	ATLANTA
MERIDIAN SOFTWARE SOLUTIONS INC	GA	NORCROSS
MILLETECH SYSTEMS INC	GA	ALPHARETTA
MITRA CAPITAL GROUP LLC DBA JUPITER TECHNOLOGIES	GA	CUMMING
MONARCH INFOTECH SERVICES LLC	GA	DULUTH
MSYS TECHNOLOGIES LLC	GA	ALPHARETTA
NAM TECHNOLOGIES INC	GA	ALPHARETTA
NAVAYUGA INFOTECH LLC DBA NAVTECH LLC	GA	MARIETTA
NISSI SOFTWARE SOLUTIONS INC	GA	ALPHARETTA
NORTHSTAR SOFTWARE SERVICES GROUP LLC	GA	ATLANTA
NORTHSTAR TECHNOLOGIES INC	GA	ALPHARETTA
NOVELTY INFOTECH INC	GA	ALPHARETTA
NOVILAND TECHNOLOGIES INC	GA	DULUTH
NUTECH SYSTEMS INC	GA	ATLANTA
OCHER TECHNOLOGY GROUP	GA	ALPHARETTA
OPTIMAL TECHNOLOGIES INC	GA	LAWRENCEVILLE
ORDUSION TECHNOLOGIES INC.	GA	DULUTH
OSA OPERATIONS LLC	GA	ALPHARETTA
OT TECHNOLOGY INC	GA	ATLANTA
PALATIAL TECHNOLOGIES INC	GA	CUMMING
PARAMOUNT SOFTWARE SOLUTIONS INC	GA	ALPHARETTA
PI SOFTWARE SOLUTIONS INC	GA	CUMMING
POLARIS ASSOCIATES INC DBA ORBIT ANALYTICS	GA	ALPHARETTA
PRISM TECH CONSULTING INC	GA	ALPHARETTA
PROARCH TECHNOLOGIES INC FORMERLY PROARCH IT SOLUTIONS INC	GA	ATLANTA
PROFESSIONAL DATASOLUTIONS INC	GA	ALPHARETTA
PROLIFIC TECHNOLOGIES INC	GA	ALPHARETTA
PROWESS SOFTWARE SERVICES LLC	GA	ATLANTA
R2 TECHNOLOGIES CORPORATION	GA	ALPHARETTA
RADIANT TECHNOLOGIES INC	GA	ALPHARETTA
RAPIDIT CLOUDBERA INC	GA	ALPHARETTA
REACT TECHNOLOGIES LLC	GA	ALPHARETTA
REACT TECHNOLOGIES LLC	GA	CUMMING
RELEVANTZ TECHNOLOGY SERVICES INC	GA	ALPHARETTA
RETAIL MANAGEMENT SERVICES CORP D B A ROOMS TO GO	GA	ATLANTA
RETAIL MANAGEMENT SERVICES CORP D B A ROOMS TO GO	GA	BROOKHAVEN
RIGHTDATA INC	GA	ATLANTA
RWALTZ SOFTWARE SERVICES GROUP INC	GA	ALPHARETTA
S3 INFOTECH SOLUTIONS LLC	GA	ALPHARETTA
S9 TECHNOLOGIES INC	GA	ALPHARETTA
S9 TECHNOLOGIES INC	GA	JOHNS CREEK
SABIO INFOTECH INC	GA	ALPHARETTA
SADUP SOFTECH LLC	GA	DULUTH
SADUP SOFTECH LLC	GA	JOHNS CREEK
SAGE SOFTWARE INC	GA	ATLANTA
SAIIRA LLC	GA	SUWANEE
SAMURAI INFOTECH LLC	GA	SUWANEE
SARK TECHNOLOGY SOLUTIONS LLC	GA	ATLANTA
SAVI TECHNOLOGIES INC	GA	SUWANEE
SERENITY INFOTECH INC	GA	SUWANEE
SEW TECH INC DBA METHODHUB	GA	ALPHARETTA
SHIVANI TECHNOLOGIES LLC	GA	DULUTH
SHRPTECH LLC	GA	ALPHARETTA
SHVINTECH INC	GA	ALPHARETTA
SINGAREDDY INFORMATION TECHNOLOGIES INC	GA	LAWRENCEVILLE
SIRI TECH LLC	GA	ATLANTA
SL TECHKNOW INC	GA	ALPHARETTA
SOFTECH INTERNATIONAL RESOURCES INC	GA	NORCROSS
SOFTECH INTERNATIONAL RESOURCES INC	GA	PEACHTREE CORNERS
SOLGENIE TECHNOLOGIES INC	GA	NORCROSS
